ID,seg,music_training,press
K80-MHN,Seg21,7,0
K56-ZGH,Seg1,5,0
K56-ZGH,Seg2,5,0
K56-ZGH,Seg3,5,0
K56-ZGH,Seg4,5,0
K56-ZGH,Seg5,5,0
K56-ZGH,Seg6,5,0
K56-ZGH,Seg7,5,0
K56-ZGH,Seg8,5,0
K56-ZGH,Seg9,5,0
K56-ZGH,Seg10,5,0
K56-ZGH,Seg11,5,0
K56-ZGH,Seg12,5,0
K56-ZGH,Seg13,5,0
K56-ZGH,Seg14,5,0
K56-ZGH,Seg15,5,0
K56-ZGH,Seg16,5,0
K56-ZGH,Seg17,5,0
K56-ZGH,Seg18,5,0
K56-ZGH,Seg19,5,0
K56-ZGH,Seg20,5,0
K56-ZGH,Seg21,5,0
X51-VHH,Seg1,0,0
X51-VHH,Seg2,0,0
X51-VHH,Seg3,0,0
X51-VHH,Seg4,0,1
X51-VHH,Seg5,0,0
X51-VHH,Seg6,0,0
X51-VHH,Seg7,0,0
X51-VHH,Seg8,0,0
X51-VHH,Seg9,0,1
X51-VHH,Seg10,0,0
X51-VHH,Seg11,0,0
X51-VHH,Seg12,0,1
X51-VHH,Seg13,0,0
X51-VHH,Seg14,0,0
X51-VHH,Seg15,0,0
X51-VHH,Seg16,0,1
X51-VHH,Seg17,0,0
X51-VHH,Seg18,0,0
X51-VHH,Seg19,0,0
X51-VHH,Seg20,0,0
X51-VHH,Seg21,0,0
F55-BPM,Seg1,6,0
F55-BPM,Seg2,6,0
F55-BPM,Seg3,6,0
F55-BPM,Seg4,6,0
F55-BPM,Seg5,6,0
F55-BPM,Seg6,6,0
F55-BPM,Seg7,6,0
F55-BPM,Seg8,6,0
F55-BPM,Seg9,6,0
F55-BPM,Seg10,6,0
F55-BPM,Seg11,6,0
F55-BPM,Seg12,6,0
F55-BPM,Seg13,6,0
F55-BPM,Seg14,6,0
F55-BPM,Seg15,6,0
F55-BPM,Seg16,6,0
F55-BPM,Seg17,6,0
F55-BPM,Seg18,6,0
F55-BPM,Seg19,6,0
F55-BPM,Seg20,6,0
F55-BPM,Seg21,6,0
P56-ZMC,Seg1,0,0
P56-ZMC,Seg2,0,0
P56-ZMC,Seg3,0,0
P56-ZMC,Seg4,0,0
P56-ZMC,Seg5,0,0
P56-ZMC,Seg6,0,0
P56-ZMC,Seg7,0,0
P56-ZMC,Seg8,0,0
P56-ZMC,Seg9,0,0
P56-ZMC,Seg10,0,0
P56-ZMC,Seg11,0,0
P56-ZMC,Seg12,0,0
P56-ZMC,Seg13,0,0
P56-ZMC,Seg14,0,0
P56-ZMC,Seg15,0,0
P56-ZMC,Seg16,0,0
P56-ZMC,Seg17,0,0
P56-ZMC,Seg18,0,0
P56-ZMC,Seg19,0,0
P56-ZMC,Seg20,0,0
P56-ZMC,Seg21,0,0
R09-WTM,Seg1,0,0
R09-WTM,Seg2,0,0
R09-WTM,Seg3,0,0
R09-WTM,Seg4,0,0
R09-WTM,Seg5,0,0
R09-WTM,Seg6,0,0
R09-WTM,Seg7,0,0
R09-WTM,Seg8,0,0
R09-WTM,Seg9,0,0
R09-WTM,Seg10,0,0
R09-WTM,Seg11,0,0
R09-WTM,Seg12,0,0
R09-WTM,Seg13,0,0
R09-WTM,Seg14,0,0
R09-WTM,Seg15,0,0
R09-WTM,Seg16,0,0
R09-WTM,Seg17,0,0
R09-WTM,Seg18,0,0
R09-WTM,Seg19,0,0
R09-WTM,Seg20,0,0
R09-WTM,Seg21,0,0
M68-TBY,Seg1,5,0
M68-TBY,Seg2,5,0
M68-TBY,Seg3,5,0
M68-TBY,Seg4,5,0
M68-TBY,Seg5,5,0
M68-TBY,Seg6,5,0
M68-TBY,Seg7,5,0
M68-TBY,Seg8,5,0
M68-TBY,Seg9,5,0
M68-TBY,Seg10,5,0
M68-TBY,Seg11,5,0
M68-TBY,Seg12,5,0
M68-TBY,Seg13,5,0
M68-TBY,Seg14,5,0
M68-TBY,Seg15,5,0
M68-TBY,Seg16,5,0
M68-TBY,Seg17,5,0
M68-TBY,Seg18,5,0
M68-TBY,Seg19,5,0
M68-TBY,Seg20,5,0
M68-TBY,Seg21,5,0
D96-PKT,Seg1,3,0
D96-PKT,Seg2,3,0
D96-PKT,Seg3,3,0
D96-PKT,Seg4,3,0
D96-PKT,Seg5,3,0
D96-PKT,Seg6,3,0
D96-PKT,Seg7,3,0
D96-PKT,Seg8,3,0
D96-PKT,Seg9,3,0
D96-PKT,Seg10,3,0
D96-PKT,Seg11,3,0
D96-PKT,Seg12,3,0
D96-PKT,Seg13,3,0
D96-PKT,Seg14,3,0
D96-PKT,Seg15,3,0
D96-PKT,Seg16,3,0
D96-PKT,Seg17,3,0
D96-PKT,Seg18,3,0
D96-PKT,Seg19,3,0
D96-PKT,Seg20,3,0
D96-PKT,Seg21,3,0
B62-GZH,Seg1,7,0
B62-GZH,Seg2,7,0
B62-GZH,Seg3,7,0
B62-GZH,Seg4,7,0
B62-GZH,Seg5,7,0
B62-GZH,Seg6,7,0
B62-GZH,Seg7,7,0
B62-GZH,Seg8,7,0
B62-GZH,Seg9,7,0
B62-GZH,Seg10,7,0
B62-GZH,Seg11,7,0
B62-GZH,Seg12,7,0
B62-GZH,Seg13,7,0
B62-GZH,Seg14,7,0
B62-GZH,Seg15,7,0
B62-GZH,Seg16,7,0
B62-GZH,Seg17,7,0
B62-GZH,Seg18,7,0
B62-GZH,Seg19,7,0
B62-GZH,Seg20,7,1
B62-GZH,Seg21,7,0
S17-FBN,Seg1,0,0
S17-FBN,Seg2,0,0
S17-FBN,Seg3,0,0
S17-FBN,Seg4,0,0
S17-FBN,Seg5,0,0
S17-FBN,Seg6,0,0
S17-FBN,Seg7,0,0
S17-FBN,Seg8,0,0
S17-FBN,Seg9,0,0
S17-FBN,Seg10,0,0
S17-FBN,Seg11,0,0
S17-FBN,Seg12,0,0
S17-FBN,Seg13,0,0
S17-FBN,Seg14,0,0
S17-FBN,Seg15,0,0
S17-FBN,Seg16,0,1
S17-FBN,Seg17,0,0
S17-FBN,Seg18,0,0
S17-FBN,Seg19,0,0
S17-FBN,Seg20,0,0
S17-FBN,Seg21,0,0
N87-YMG,Seg1,0,0
N87-YMG,Seg2,0,0
N87-YMG,Seg3,0,0
N87-YMG,Seg4,0,0
N87-YMG,Seg5,0,0
N87-YMG,Seg6,0,0
N87-YMG,Seg7,0,0
N87-YMG,Seg8,0,0
N87-YMG,Seg9,0,0
N87-YMG,Seg10,0,0
N87-YMG,Seg11,0,0
N87-YMG,Seg12,0,0
N87-YMG,Seg13,0,0
N87-YMG,Seg14,0,0
N87-YMG,Seg15,0,0
N87-YMG,Seg16,0,0
N87-YMG,Seg17,0,0
N87-YMG,Seg18,0,0
N87-YMG,Seg19,0,0
N87-YMG,Seg20,0,0
N87-YMG,Seg21,0,0
K07-PFP,Seg1,2,0
K07-PFP,Seg2,2,0
K07-PFP,Seg3,2,0
K07-PFP,Seg4,2,0
K07-PFP,Seg5,2,0
K07-PFP,Seg6,2,0
K07-PFP,Seg7,2,0
K07-PFP,Seg8,2,0
K07-PFP,Seg9,2,0
K07-PFP,Seg10,2,0
K07-PFP,Seg11,2,0
K07-PFP,Seg12,2,0
K07-PFP,Seg13,2,0
K07-PFP,Seg14,2,0
K07-PFP,Seg15,2,0
K07-PFP,Seg16,2,0
K07-PFP,Seg17,2,0
K07-PFP,Seg18,2,0
K07-PFP,Seg19,2,0
K07-PFP,Seg20,2,0
K07-PFP,Seg21,2,0
S48-PNB,Seg1,3,0
S48-PNB,Seg2,3,0
S48-PNB,Seg3,3,0
S48-PNB,Seg4,3,0
S48-PNB,Seg5,3,0
S48-PNB,Seg6,3,0
S48-PNB,Seg7,3,0
S48-PNB,Seg8,3,0
S48-PNB,Seg9,3,1
S48-PNB,Seg10,3,0
S48-PNB,Seg11,3,0
S48-PNB,Seg12,3,0
S48-PNB,Seg13,3,0
S48-PNB,Seg14,3,0
S48-PNB,Seg15,3,0
S48-PNB,Seg16,3,1
S48-PNB,Seg17,3,0
S48-PNB,Seg18,3,0
S48-PNB,Seg19,3,0
S48-PNB,Seg20,3,0
S48-PNB,Seg21,3,0
M89-VGW,Seg1,0,0
M89-VGW,Seg2,0,0
M89-VGW,Seg3,0,0
M89-VGW,Seg4,0,0
M89-VGW,Seg5,0,0
M89-VGW,Seg6,0,0
M89-VGW,Seg7,0,0
M89-VGW,Seg8,0,0
M89-VGW,Seg9,0,0
M89-VGW,Seg10,0,0
M89-VGW,Seg11,0,0
M89-VGW,Seg12,0,1
M89-VGW,Seg13,0,0
M89-VGW,Seg14,0,0
M89-VGW,Seg15,0,0
M89-VGW,Seg16,0,0
M89-VGW,Seg17,0,0
M89-VGW,Seg18,0,0
M89-VGW,Seg19,0,0
M89-VGW,Seg20,0,0
M89-VGW,Seg21,0,0
X17-PXT,Seg1,0,0
X17-PXT,Seg2,0,0
X17-PXT,Seg3,0,0
X17-PXT,Seg4,0,0
X17-PXT,Seg5,0,0
X17-PXT,Seg6,0,0
X17-PXT,Seg7,0,0
X17-PXT,Seg8,0,0
X17-PXT,Seg9,0,1
X17-PXT,Seg10,0,0
X17-PXT,Seg11,0,0
X17-PXT,Seg12,0,0
X17-PXT,Seg13,0,0
X17-PXT,Seg14,0,1
X17-PXT,Seg15,0,1
X17-PXT,Seg16,0,0
X17-PXT,Seg17,0,0
X17-PXT,Seg18,0,0
X17-PXT,Seg19,0,0
X17-PXT,Seg20,0,0
X17-PXT,Seg21,0,0
C22-DRW,Seg1,10,0
C22-DRW,Seg2,10,0
C22-DRW,Seg3,10,0
C22-DRW,Seg4,10,1
C22-DRW,Seg5,10,0
C22-DRW,Seg6,10,0
C22-DRW,Seg7,10,0
C22-DRW,Seg8,10,0
C22-DRW,Seg9,10,1
C22-DRW,Seg10,10,1
C22-DRW,Seg11,10,0
C22-DRW,Seg12,10,0
C22-DRW,Seg13,10,0
C22-DRW,Seg14,10,0
C22-DRW,Seg15,10,1
C22-DRW,Seg16,10,0
C22-DRW,Seg17,10,0
C22-DRW,Seg18,10,0
C22-DRW,Seg19,10,0
C22-DRW,Seg20,10,0
C22-DRW,Seg21,10,0
R30-MTT,Seg1,10,0
R30-MTT,Seg2,10,0
R30-MTT,Seg3,10,0
R30-MTT,Seg4,10,0
R30-MTT,Seg5,10,0
R30-MTT,Seg6,10,0
R30-MTT,Seg7,10,0
R30-MTT,Seg8,10,0
R30-MTT,Seg9,10,0
R30-MTT,Seg10,10,0
R30-MTT,Seg11,10,0
R30-MTT,Seg12,10,0
R30-MTT,Seg13,10,0
R30-MTT,Seg14,10,0
R30-MTT,Seg15,10,0
R30-MTT,Seg16,10,1
R30-MTT,Seg17,10,0
R30-MTT,Seg18,10,0
R30-MTT,Seg19,10,0
R30-MTT,Seg20,10,0
R30-MTT,Seg21,10,0
G63-SFW,Seg1,10,0
G63-SFW,Seg2,10,0
G63-SFW,Seg3,10,0
G63-SFW,Seg4,10,0
G63-SFW,Seg5,10,0
G63-SFW,Seg6,10,0
G63-SFW,Seg7,10,0
G63-SFW,Seg8,10,0
G63-SFW,Seg9,10,0
G63-SFW,Seg10,10,0
G63-SFW,Seg11,10,0
G63-SFW,Seg12,10,0
G63-SFW,Seg13,10,0
G63-SFW,Seg14,10,0
G63-SFW,Seg15,10,0
G63-SFW,Seg16,10,0
G63-SFW,Seg17,10,0
G63-SFW,Seg18,10,0
G63-SFW,Seg19,10,0
G63-SFW,Seg20,10,0
G63-SFW,Seg21,10,0
V39-YXG,Seg1,3,0
V39-YXG,Seg2,3,0
V39-YXG,Seg3,3,0
V39-YXG,Seg4,3,0
V39-YXG,Seg5,3,0
V39-YXG,Seg6,3,0
V39-YXG,Seg7,3,0
V39-YXG,Seg8,3,0
V39-YXG,Seg9,3,0
V39-YXG,Seg10,3,0
V39-YXG,Seg11,3,0
V39-YXG,Seg12,3,0
V39-YXG,Seg13,3,0
V39-YXG,Seg14,3,0
V39-YXG,Seg15,3,0
V39-YXG,Seg16,3,0
V39-YXG,Seg17,3,0
V39-YXG,Seg18,3,0
V39-YXG,Seg19,3,0
V39-YXG,Seg20,3,0
V39-YXG,Seg21,3,0
Z18-KNH,Seg1,2,0
Z18-KNH,Seg2,2,0
Z18-KNH,Seg3,2,0
Z18-KNH,Seg4,2,0
Z18-KNH,Seg5,2,0
Z18-KNH,Seg6,2,0
Z18-KNH,Seg7,2,0
Z18-KNH,Seg8,2,0
Z18-KNH,Seg9,2,0
Z18-KNH,Seg10,2,0
Z18-KNH,Seg11,2,0
Z18-KNH,Seg12,2,0
Z18-KNH,Seg13,2,0
Z18-KNH,Seg14,2,0
Z18-KNH,Seg15,2,0
Z18-KNH,Seg16,2,0
Z18-KNH,Seg17,2,0
Z18-KNH,Seg18,2,0
Z18-KNH,Seg19,2,0
Z18-KNH,Seg20,2,0
Z18-KNH,Seg21,2,0
W67-FTC,Seg1,10,0
W67-FTC,Seg2,10,0
W67-FTC,Seg3,10,0
W67-FTC,Seg4,10,0
W67-FTC,Seg5,10,0
W67-FTC,Seg6,10,0
W67-FTC,Seg7,10,0
W67-FTC,Seg8,10,0
W67-FTC,Seg9,10,0
W67-FTC,Seg10,10,0
W67-FTC,Seg11,10,0
W67-FTC,Seg12,10,0
W67-FTC,Seg13,10,0
W67-FTC,Seg14,10,0
W67-FTC,Seg15,10,1
W67-FTC,Seg16,10,0
W67-FTC,Seg17,10,0
W67-FTC,Seg18,10,0
W67-FTC,Seg19,10,0
W67-FTC,Seg20,10,0
W67-FTC,Seg21,10,0
X38-YRK,Seg1,10,0
X38-YRK,Seg2,10,0
X38-YRK,Seg3,10,0
X38-YRK,Seg4,10,0
X38-YRK,Seg5,10,0
X38-YRK,Seg6,10,0
X38-YRK,Seg7,10,0
X38-YRK,Seg8,10,0
X38-YRK,Seg9,10,0
X38-YRK,Seg10,10,0
X38-YRK,Seg11,10,0
X38-YRK,Seg12,10,0
X38-YRK,Seg13,10,0
X38-YRK,Seg14,10,0
X38-YRK,Seg15,10,0
X38-YRK,Seg16,10,0
X38-YRK,Seg17,10,0
X38-YRK,Seg18,10,0
X38-YRK,Seg19,10,1
X38-YRK,Seg20,10,0
X38-YRK,Seg21,10,0
C05-WPP,Seg1,10,0
C05-WPP,Seg2,10,0
C05-WPP,Seg3,10,0
C05-WPP,Seg4,10,0
C05-WPP,Seg5,10,0
C05-WPP,Seg6,10,0
C05-WPP,Seg7,10,0
C05-WPP,Seg8,10,0
C05-WPP,Seg9,10,0
C05-WPP,Seg10,10,0
C05-WPP,Seg11,10,0
C05-WPP,Seg12,10,1
C05-WPP,Seg13,10,1
C05-WPP,Seg14,10,0
C05-WPP,Seg15,10,0
C05-WPP,Seg16,10,0
C05-WPP,Seg17,10,0
C05-WPP,Seg18,10,0
C05-WPP,Seg19,10,0
C05-WPP,Seg20,10,0
C05-WPP,Seg21,10,0
W54-SZS,Seg1,10,0
W54-SZS,Seg2,10,0
W54-SZS,Seg3,10,0
W54-SZS,Seg4,10,0
W54-SZS,Seg5,10,1
W54-SZS,Seg6,10,0
W54-SZS,Seg7,10,0
W54-SZS,Seg8,10,0
W54-SZS,Seg9,10,1
W54-SZS,Seg10,10,0
W54-SZS,Seg11,10,0
W54-SZS,Seg12,10,1
W54-SZS,Seg13,10,1
W54-SZS,Seg14,10,1
W54-SZS,Seg15,10,1
W54-SZS,Seg16,10,0
W54-SZS,Seg17,10,0
W54-SZS,Seg18,10,0
W54-SZS,Seg19,10,0
W54-SZS,Seg20,10,0
W54-SZS,Seg21,10,0
T78-YPP,Seg1,10,0
T78-YPP,Seg2,10,0
T78-YPP,Seg3,10,0
T78-YPP,Seg4,10,1
T78-YPP,Seg5,10,0
T78-YPP,Seg6,10,0
T78-YPP,Seg7,10,0
T78-YPP,Seg8,10,0
T78-YPP,Seg9,10,0
T78-YPP,Seg10,10,0
T78-YPP,Seg11,10,1
T78-YPP,Seg12,10,0
T78-YPP,Seg13,10,0
T78-YPP,Seg14,10,0
T78-YPP,Seg15,10,0
T78-YPP,Seg16,10,0
T78-YPP,Seg17,10,0
T78-YPP,Seg18,10,0
T78-YPP,Seg19,10,0
T78-YPP,Seg20,10,0
T78-YPP,Seg21,10,0
V50-DXN,Seg1,10,0
V50-DXN,Seg2,10,0
V50-DXN,Seg3,10,0
V50-DXN,Seg4,10,0
V50-DXN,Seg5,10,0
V50-DXN,Seg6,10,0
V50-DXN,Seg7,10,0
V50-DXN,Seg8,10,0
V50-DXN,Seg9,10,0
V50-DXN,Seg10,10,0
V50-DXN,Seg11,10,0
V50-DXN,Seg12,10,0
V50-DXN,Seg13,10,1
V50-DXN,Seg14,10,1
V50-DXN,Seg15,10,1
V50-DXN,Seg16,10,0
V50-DXN,Seg17,10,0
V50-DXN,Seg18,10,0
V50-DXN,Seg19,10,0
V50-DXN,Seg20,10,0
V50-DXN,Seg21,10,0
T44-WFC,Seg1,5,0
T44-WFC,Seg2,5,0
T44-WFC,Seg3,5,0
T44-WFC,Seg4,5,0
T44-WFC,Seg5,5,1
T44-WFC,Seg6,5,0
T44-WFC,Seg7,5,0
T44-WFC,Seg8,5,0
T44-WFC,Seg9,5,1
T44-WFC,Seg10,5,0
T44-WFC,Seg11,5,0
T44-WFC,Seg12,5,0
T44-WFC,Seg13,5,0
T44-WFC,Seg14,5,1
T44-WFC,Seg15,5,0
T44-WFC,Seg16,5,0
T44-WFC,Seg17,5,0
T44-WFC,Seg18,5,0
T44-WFC,Seg19,5,0
T44-WFC,Seg20,5,0
T44-WFC,Seg21,5,0
V83-KRG,Seg1,2,0
V83-KRG,Seg2,2,0
V83-KRG,Seg3,2,0
V83-KRG,Seg4,2,0
V83-KRG,Seg5,2,0
V83-KRG,Seg6,2,0
V83-KRG,Seg7,2,0
V83-KRG,Seg8,2,0
V83-KRG,Seg9,2,1
V83-KRG,Seg10,2,0
V83-KRG,Seg11,2,0
V83-KRG,Seg12,2,0
V83-KRG,Seg13,2,0
V83-KRG,Seg14,2,0
V83-KRG,Seg15,2,0
V83-KRG,Seg16,2,0
V83-KRG,Seg17,2,0
V83-KRG,Seg18,2,0
V83-KRG,Seg19,2,0
V83-KRG,Seg20,2,0
V83-KRG,Seg21,2,0
F52-BSB,Seg1,10,0
F52-BSB,Seg2,10,0
F52-BSB,Seg3,10,0
F52-BSB,Seg4,10,0
F52-BSB,Seg5,10,0
F52-BSB,Seg6,10,0
F52-BSB,Seg7,10,0
F52-BSB,Seg8,10,0
F52-BSB,Seg9,10,0
F52-BSB,Seg10,10,0
F52-BSB,Seg11,10,0
F52-BSB,Seg12,10,1
F52-BSB,Seg13,10,0
F52-BSB,Seg14,10,0
F52-BSB,Seg15,10,0
F52-BSB,Seg16,10,1
F52-BSB,Seg17,10,0
F52-BSB,Seg18,10,0
F52-BSB,Seg19,10,0
F52-BSB,Seg20,10,0
F52-BSB,Seg21,10,0
X84-WMB,Seg1,10,0
X84-WMB,Seg2,10,0
X84-WMB,Seg3,10,0
X84-WMB,Seg4,10,0
X84-WMB,Seg5,10,0
X84-WMB,Seg6,10,0
X84-WMB,Seg7,10,0
X84-WMB,Seg8,10,0
X84-WMB,Seg9,10,0
X84-WMB,Seg10,10,0
X84-WMB,Seg11,10,0
X84-WMB,Seg12,10,0
X84-WMB,Seg13,10,0
X84-WMB,Seg14,10,0
X84-WMB,Seg15,10,0
X84-WMB,Seg16,10,1
X84-WMB,Seg17,10,0
X84-WMB,Seg18,10,0
X84-WMB,Seg19,10,1
X84-WMB,Seg20,10,1
X84-WMB,Seg21,10,0
D24-HNK,Seg1,0,0
D24-HNK,Seg2,0,0
D24-HNK,Seg3,0,0
D24-HNK,Seg4,0,0
D24-HNK,Seg5,0,0
D24-HNK,Seg6,0,1
D24-HNK,Seg7,0,0
D24-HNK,Seg8,0,0
D24-HNK,Seg9,0,0
D24-HNK,Seg10,0,0
D24-HNK,Seg11,0,0
D24-HNK,Seg12,0,0
D24-HNK,Seg13,0,0
D24-HNK,Seg14,0,0
D24-HNK,Seg15,0,0
D24-HNK,Seg16,0,0
D24-HNK,Seg17,0,0
D24-HNK,Seg18,0,0
D24-HNK,Seg19,0,0
D24-HNK,Seg20,0,0
D24-HNK,Seg21,0,0
M56-XTK,Seg1,8,0
M56-XTK,Seg2,8,0
M56-XTK,Seg3,8,0
M56-XTK,Seg4,8,0
M56-XTK,Seg5,8,0
M56-XTK,Seg6,8,0
M56-XTK,Seg7,8,0
M56-XTK,Seg8,8,0
M56-XTK,Seg9,8,0
M56-XTK,Seg10,8,1
M56-XTK,Seg11,8,0
M56-XTK,Seg12,8,0
M56-XTK,Seg13,8,0
M56-XTK,Seg14,8,0
M56-XTK,Seg15,8,0
M56-XTK,Seg16,8,0
M56-XTK,Seg17,8,0
M56-XTK,Seg18,8,0
M56-XTK,Seg19,8,0
M56-XTK,Seg20,8,0
M56-XTK,Seg21,8,0
Y44-YHB,Seg1,0,0
Y44-YHB,Seg2,0,0
Y44-YHB,Seg3,0,0
Y44-YHB,Seg4,0,0
Y44-YHB,Seg5,0,0
Y44-YHB,Seg6,0,0
Y44-YHB,Seg7,0,0
Y44-YHB,Seg8,0,0
Y44-YHB,Seg9,0,0
Y44-YHB,Seg10,0,1
Y44-YHB,Seg11,0,0
Y44-YHB,Seg12,0,0
Y44-YHB,Seg13,0,0
Y44-YHB,Seg14,0,0
Y44-YHB,Seg15,0,0
Y44-YHB,Seg16,0,1
Y44-YHB,Seg17,0,0
Y44-YHB,Seg18,0,0
Y44-YHB,Seg19,0,0
Y44-YHB,Seg20,0,0
Y44-YHB,Seg21,0,0
Z66-NRG,Seg1,6,0
Z66-NRG,Seg2,6,0
Z66-NRG,Seg3,6,0
Z66-NRG,Seg4,6,0
Z66-NRG,Seg5,6,0
Z66-NRG,Seg6,6,0
Z66-NRG,Seg7,6,0
Z66-NRG,Seg8,6,0
Z66-NRG,Seg9,6,0
Z66-NRG,Seg10,6,0
Z66-NRG,Seg11,6,0
Z66-NRG,Seg12,6,0
Z66-NRG,Seg13,6,0
Z66-NRG,Seg14,6,0
Z66-NRG,Seg15,6,0
Z66-NRG,Seg16,6,0
Z66-NRG,Seg17,6,0
Z66-NRG,Seg18,6,0
Z66-NRG,Seg19,6,0
Z66-NRG,Seg20,6,0
Z66-NRG,Seg21,6,0
M30-KCT,Seg1,10,0
M30-KCT,Seg2,10,0
M30-KCT,Seg3,10,0
M30-KCT,Seg4,10,0
M30-KCT,Seg5,10,0
M30-KCT,Seg6,10,0
M30-KCT,Seg7,10,0
M30-KCT,Seg8,10,0
M30-KCT,Seg9,10,0
M30-KCT,Seg10,10,0
M30-KCT,Seg11,10,0
M30-KCT,Seg12,10,0
M30-KCT,Seg13,10,0
M30-KCT,Seg14,10,0
M30-KCT,Seg15,10,0
M30-KCT,Seg16,10,0
M30-KCT,Seg17,10,0
M30-KCT,Seg18,10,0
M30-KCT,Seg19,10,1
M30-KCT,Seg20,10,0
M30-KCT,Seg21,10,0
P40-WRF,Seg1,0,0
P40-WRF,Seg2,0,0
P40-WRF,Seg3,0,0
P40-WRF,Seg4,0,0
P40-WRF,Seg5,0,0
P40-WRF,Seg6,0,0
P40-WRF,Seg7,0,0
P40-WRF,Seg8,0,0
P40-WRF,Seg9,0,0
P40-WRF,Seg10,0,0
P40-WRF,Seg11,0,0
P40-WRF,Seg12,0,0
P40-WRF,Seg13,0,0
P40-WRF,Seg14,0,0
P40-WRF,Seg15,0,0
P40-WRF,Seg16,0,0
P40-WRF,Seg17,0,0
P40-WRF,Seg18,0,0
P40-WRF,Seg19,0,0
P40-WRF,Seg20,0,0
P40-WRF,Seg21,0,0
X92-BYZ,Seg1,0,0
X92-BYZ,Seg2,0,0
X92-BYZ,Seg3,0,0
X92-BYZ,Seg4,0,0
X92-BYZ,Seg5,0,0
X92-BYZ,Seg6,0,0
X92-BYZ,Seg7,0,0
X92-BYZ,Seg8,0,0
X92-BYZ,Seg9,0,0
X92-BYZ,Seg10,0,0
X92-BYZ,Seg11,0,0
X92-BYZ,Seg12,0,0
X92-BYZ,Seg13,0,1
X92-BYZ,Seg14,0,0
X92-BYZ,Seg15,0,0
X92-BYZ,Seg16,0,0
X92-BYZ,Seg17,0,0
X92-BYZ,Seg18,0,0
X92-BYZ,Seg19,0,0
X92-BYZ,Seg20,0,1
X92-BYZ,Seg21,0,0
C49-NGG,Seg1,3,0
C49-NGG,Seg2,3,0
C49-NGG,Seg3,3,0
C49-NGG,Seg4,3,0
C49-NGG,Seg5,3,0
C49-NGG,Seg6,3,0
C49-NGG,Seg7,3,0
C49-NGG,Seg8,3,0
C49-NGG,Seg9,3,0
C49-NGG,Seg10,3,0
C49-NGG,Seg11,3,0
C49-NGG,Seg12,3,0
C49-NGG,Seg13,3,0
C49-NGG,Seg14,3,0
C49-NGG,Seg15,3,0
C49-NGG,Seg16,3,0
C49-NGG,Seg17,3,0
C49-NGG,Seg18,3,0
C49-NGG,Seg19,3,0
C49-NGG,Seg20,3,0
C49-NGG,Seg21,3,0
Z08-BKP,Seg1,10,0
Z08-BKP,Seg2,10,0
Z08-BKP,Seg3,10,0
Z08-BKP,Seg4,10,1
Z08-BKP,Seg5,10,0
Z08-BKP,Seg6,10,0
Z08-BKP,Seg7,10,0
Z08-BKP,Seg8,10,0
Z08-BKP,Seg9,10,0
Z08-BKP,Seg10,10,1
Z08-BKP,Seg11,10,0
Z08-BKP,Seg12,10,0
Z08-BKP,Seg13,10,0
Z08-BKP,Seg14,10,0
Z08-BKP,Seg15,10,0
Z08-BKP,Seg16,10,1
Z08-BKP,Seg17,10,0
Z08-BKP,Seg18,10,0
Z08-BKP,Seg19,10,0
Z08-BKP,Seg20,10,0
Z08-BKP,Seg21,10,0
D96-FCK,Seg1,9,0
D96-FCK,Seg2,9,0
D96-FCK,Seg3,9,0
D96-FCK,Seg4,9,0
D96-FCK,Seg5,9,0
D96-FCK,Seg6,9,0
D96-FCK,Seg7,9,0
D96-FCK,Seg8,9,0
D96-FCK,Seg9,9,0
D96-FCK,Seg10,9,0
D96-FCK,Seg11,9,0
D96-FCK,Seg12,9,0
D96-FCK,Seg13,9,0
D96-FCK,Seg14,9,0
D96-FCK,Seg15,9,0
D96-FCK,Seg16,9,0
D96-FCK,Seg17,9,0
D96-FCK,Seg18,9,0
D96-FCK,Seg19,9,0
D96-FCK,Seg20,9,0
D96-FCK,Seg21,9,0
M56-RZD,Seg1,1,0
M56-RZD,Seg2,1,0
M56-RZD,Seg3,1,1
M56-RZD,Seg4,1,0
M56-RZD,Seg5,1,1
M56-RZD,Seg6,1,0
M56-RZD,Seg7,1,0
M56-RZD,Seg8,1,0
M56-RZD,Seg9,1,0
M56-RZD,Seg10,1,0
M56-RZD,Seg11,1,0
M56-RZD,Seg12,1,0
M56-RZD,Seg13,1,0
M56-RZD,Seg14,1,0
M56-RZD,Seg15,1,1
M56-RZD,Seg16,1,0
M56-RZD,Seg17,1,0
M56-RZD,Seg18,1,0
M56-RZD,Seg19,1,0
M56-RZD,Seg20,1,0
M56-RZD,Seg21,1,0
G89-BXM,Seg1,0,0
G89-BXM,Seg2,0,0
G89-BXM,Seg3,0,0
G89-BXM,Seg4,0,0
G89-BXM,Seg5,0,0
G89-BXM,Seg6,0,0
G89-BXM,Seg7,0,0
G89-BXM,Seg8,0,0
G89-BXM,Seg9,0,0
G89-BXM,Seg10,0,0
G89-BXM,Seg11,0,0
G89-BXM,Seg12,0,0
G89-BXM,Seg13,0,0
G89-BXM,Seg14,0,0
G89-BXM,Seg15,0,0
G89-BXM,Seg16,0,0
G89-BXM,Seg17,0,0
G89-BXM,Seg18,0,0
G89-BXM,Seg19,0,0
G89-BXM,Seg20,0,0
G89-BXM,Seg21,0,0
G22-WGH,Seg1,0,0
G22-WGH,Seg2,0,0
G22-WGH,Seg3,0,0
